wife_familyname_std,husband_familyname_std,year,marriage_number
Dandolo,Contarini,1402,1
Dandolo,Badoer,1424,1
Dandolo,Pasqualigo,1686,1
Dandolo,Valier,1468,1
Dandolo,Ferro,1549,1
Dandolo,Morosini,1428,1
Dandolo,Ruzzini,,1
Dandolo,Foscarini,,1
Dandolo,Zeno,1535,1
Dandolo,Priuli,1777,1
Dandolo,Bon,1526,1
Dandolo,Querini,1575,1
Dandolo,Querini,1519,1
Dandolo,Muazzo,1540,1
Dandolo,Foscarini,1626,1
Dandolo,Barbarigo,1512,1
Dandolo,Canal,1597,1
Dandolo,Capello,1770,1
Dandolo,Contarini,1540,1
Dandolo,Querini,1582,1
Dandolo,Dolfin,1516,1
Dandolo,Corner,1669,1
Dandolo,Duodo,1441,1
Dandolo,Deddo,1533,1
Dandolo,Giustinian,,1
Dandolo,Gradenigo,,1
Dandolo,Barozzi,1416,1
Dandolo,Venier,1444,1
Dandolo,Querini,1555,1
Dandolo,Baseggio,1459,1
Dandolo,Bembo,1472,1
Dandolo,Querini,,1
Dandolo,Marcello,1550,1
Dandolo,Grioni,,1
Dandolo,Barbarigo,1631,1
Dandolo,Venier,1437,1
Dandolo,Grego,,1
Dandolo,Contarini,1510,1
Dandolo,Malipiero,1414,1
Dandolo,Morosini,1639,1
Dandolo,Trevisan,1685,1
Dandolo,Venier,1516,1
Dandolo,Capello,1799,1
Dandolo,Soranzo,1432,1
Dandolo,Bragadin,1595,1
Dandolo,Contarini,1480,1
Dandolo,Dolfin,1677,1
Dandolo,Gradenigo,1450,1
Dandolo,Donato,1529,1
Dandolo,Donato,1616,1
Dandolo,Falier,1598,1
Dandolo,Muazzo,,1
Dandolo,Querini,1581,1
Dandolo,Bon,1590,2
Dandolo,Soranzo,1597,3
Dandolo,Polani,1630,1
Dandolo,Zeno,1574,1
Dandolo,Premarin,,1
Dandolo,Barbo,1477,1
Dandolo,Bembo,1777,1
Dandolo,Contarini,1407,1
Dandolo,Dandolo,,1
Dandolo,Marin,1785,1
Dandolo,Bon,1468,1
Dandolo,Venier,1515,1
Dandolo,Barbarigo,1604,1
Dandolo,Bon,,1
Dandolo,Corner,1643,1
Dandolo,Bondumier,1560,1
Dandolo,Semitecolo,,1
Dandolo,Corner,,1
Dandolo,Querini,1674,1
Dandolo,Querini,1554,1
Dandolo,Marin,1565,1
Dandolo,Muazzo,,1
Dandolo,Zorzi,1420,1
Dandolo,Bondumier,1458,1
Dandolo,Barbarigo,,1
Dandolo,Morosini,1591,1
Dandolo,Morosini,1562,1
Dandolo,Balbi,1770,1
Dandolo,Michiel,1633,1
Dandolo,Navager,1531,1
Dandolo,Contarini,1567,1
Dandolo,Foscarini,1537,1
Dandolo,Priuli,1577,1
Dandolo,Gradenigo,1543,1
Dandolo,Bernardo,1418,1
Dandolo,Malipiero,1479,1
Dandolo,De Mezzo,,1
Dandolo,Calergi,,1
Dandolo,Foscarini,1523,1
Dandolo,Querini,1529,2
Dandolo,Fradello,,1
Dandolo,Valier,1465,1
Dandolo,Gradenigo,1764,1
Dandolo,Valier,1592,1
Dandolo,Marin,1606,2
Dandolo,Muazzo,1591,1
Dandolo,De Mezzo,1597,1
Dandolo,Malipiero,1603,1
Dandolo,Zeno,1506,1
Dandolo,Muazzo,1614,1
Dandolo,Contarini,1444,1
Dandolo,Zane,1400,1
Dandolo,Calergi,,1
Dandolo,Foscarini,1499,1
Dandolo,Foscarini,,1
Dandolo,Polani,1630,1
Dandolo,Priuli,1526,1
,Foscarini,1779,1
Ponte,Morosini,1561,1
Ponte,Foscarini,1549,1
Ponte,Deddo,1734,1
Ponte,Dolfin,1499,1
Ponte,Malipiero,,1
Ponte,Bembo,1520,1
Ponte,Ponte,1640,1
Ponte,Farsetti,1783,1
Ponte,Contarini,1616,1
Ponte,Sagredo,1636,1
Ponte,Memmo,1564,1
Ponte,Bernardo,1567,2
Ponte,Gheltof,1565,1
Ponte,Mora,1778,1
Ponte,Bragadin,1567,1
Ponte,Corner,1572,2
Ponte,Pasqualigo,1631,1
,Zancaruol,,1
,Gherardini,,1
,Contarini,1484,1
,Canal,1550,1
,Ruzzini,1559,1
,Miani,1548,1
,Da Riva,1508,1
,Bondumier,1487,1
,Barbaro,1428,1
Arduini,Giustinian,1608,1
,Loredan,1714,1
,Barbaro,1492,1
,Morosini,1817,1
Da Riva,Ferro,1741,1
Da Riva,Contarini,1469,1
Da Riva,Morosini,1677,1
Da Riva,Miani,1754,1
Da Riva,Mosto,1743,1
Da Riva,Michiel,1442,1
Da Riva,Corner,1794,1
Da Riva,Soranzo,1798,1
Da Riva,Foscarini,1460,1
Da Riva,Orio,1686,1
Da Riva,Barbo,1419,1
Da Riva,Ravagnin,1674,1
Da Riva,Barbo,1782,1
Da Riva,Deddo,1432,1
Da Riva,Bonlini,1760,1
Da Riva,Morosini,1473,1
Da Riva,Pisani,1769,1
Da Riva,Marcello,1400,1
Da Riva,Corner,1760,1
Da Riva,Nosadini,1768,1
Da Riva,Boldu,1683,1
Da Riva,Sangiantoffetti,1735,1
Da Riva,Donato,1827,1
Da Riva,Orio,1616,1
Da Riva,Vitturi,1789,1
Da Riva,Sagredo,1696,1
Da Riva,Priuli,1428,1
Da Riva,Contarini,1433,1
Da Riva,Priuli,1465,1
,Arimondo,1550,2
Darmano,Savorgnan,1556,1
Darmer,Bragadin,1522,1
Darmer,Barbarigo,1538,1
Darmer,Valier,1547,2
Darmer,Zorzi,1561,3
Darmer,Zane,1533,1
Darmer,Malipiero,1424,1
Darmer,Priuli,1446,1
Darmer,Tron,1456,1
Darmer,Barozzi,,1
Darmer,Querini,,1
,Zeno,1605,1
,Pallavicino,,1
,Polani,1511,1
,Salamon,1473,1
,Michiel,1552,1
,Ponte,1445,1
,Balbi,1400,1
,Badoer,1747,1
,Mosto,1537,1
,Pesaro,1531,1
,Pesaro,1499,1
,Memmo,1543,1
David,Corner,1648,1
,Zeno,1437,1
,Moro,1430,1
,Polani,1587,1
,Semitecolo,1776,1
,Bragadin,1535,1
,Pisani,1492,1
,Polani,1480,1
,Premarin,1470,1
,Gritti,1569,1
,Bonzi,1427,1
,Calergi,1604,1
,Soranzo,1826,1
,Mussatti,,1
,Marin,1504,1
Gregorio,Spatafora,1775,1
,De Cologna,1750,1
,Bembo,1540,1
,Contarini,1461,1
,Trevisan,1736,1
,Zorzi,1803,1
,Barbaro,1494,1
,Donato,1470,1
,Ghisi,,1
De Cologna,Nadal,1427,1
,Ferro,1525,1
,Pallavicino,1626,1
,Marin,1689,1
,Contarini,1468,1
De Mezzo,De Mezzo,1722,1
De Mezzo,Foscarini,1598,1
De Mezzo,Pasqualigo,,1
De Mezzo,De Mezzo,1704,1
De Mezzo,Bon,1713,1
De Mezzo,Contarini,1622,1
De Mezzo,Bon,,1
De Mezzo,Ruzzini,1569,2
De Mezzo,Balbi,1671,1
De Mezzo,Pisani,1446,1
De Mezzo,Venier,1634,1
De Mezzo,Querini,1565,1
De Mezzo,Barozzi,1621,1
De Mezzo,Canal,1499,1
De Mezzo,Malipiero,1605,1
De Mezzo,Zeno,1613,2
De Mezzo,Contarini,1619,1
De Mezzo,Querini,1582,1
De Mezzo,Gradenigo,1560,1
De Mezzo,Gradenigo,1563,1
De Mezzo,Matono,,1
De Mezzo,Barbarigo,1635,1
De Mezzo,Condulmer,1501,1
De Mezzo,Valier,1497,1
De Mezzo,Zeno,1547,1
De Mezzo,Muazzo,1564,1
De Mezzo,Boldu,1579,2
De Mezzo,Corner,1542,1
De Mezzo,Condulmer,1571,1
De Mezzo,Valier,1450,1
De Mezzo,Corner,1609,1
De Mezzo,Ferro,1408,1
De Mezzo,Zorzi,1527,1
De Mezzo,Querini,1616,1
De Mezzo,Muazzo,1500,1
De Mezzo,Priuli,1456,1
De Mezzo,Corner,1601,1
De Mezzo,Muazzo,1568,1
De Mezzo,Corner,,1
De Mezzo,Morosini,1594,1
De Mezzo,Morosini,1596,1
De Mezzo,De Mezzo,,1
De Mezzo,Avonal,1569,1
De Mezzo,Avonal,,1
De Mezzo,Zeno,,1
De Mezzo,Sanudo,1516,1
De Mezzo,Loredan,1452,1
De Mezzo,Marin,,1
De Mezzo,De Mezzo,1620,1
De Mezzo,Pizzamano,1703,1
De Mezzo,Vitturi,1448,1
De Mezzo,Pasqualigo,,1
Nicola,Contarini,1459,1
,Pepoli,1792,1
,Fonseca,,1
,Bonvicini,,1
Piero,Polani,,1
Piero,De Mezzo,1548,1
,Martinengo,1540,1
,Santasoffia,,1
,Zancaruol,,1
,Canal,1581,1
,Tiepolo,1589,1
,Bembo,1593,2
,Bollani,1519,1
,Ferro,1430,1
,Zeno,1472,1
,Bembo,1469,1
,Corner,1507,1
,Barbaro,1787,1
Deddo,Venier,1446,1
Deddo,Calergi,1598,1
Deddo,Capello,1639,1
Deddo,Ponte,1661,2
Deddo,Loredan,1604,1
Deddo,Donato,1480,1
Deddo,Barbaro,1766,1
Deddo,Venier,1533,1
Deddo,Corner,1786,1
Deddo,Querini,1547,1
Deddo,Badoer,1560,2
Deddo,Bonlini,1786,1
Deddo,Badoer,1539,1
Deddo,Dandolo,1795,1
Deddo,Deddo,1733,1
Deddo,Venier,1687,1
Deddo,Morosini,1514,1
Deddo,Corner,1640,1
Deddo,Bembo,1657,1
Deddo,Priuli,1402,1
Deddo,Venier,1405,1
Deddo,Caravello,1544,1
Deddo,Gabriel,1573,1
Deddo,Giustinian,1558,1
Deddo,Priuli,1669,1
Deddo,Bragadin,1622,1
Deddo,Barbarigo,1442,1
Deddo,Renier,1587,1
Deddo,Tron,1551,1
Deddo,Ruzzini,1608,1
Deddo,Barozzi,1604,1
Deddo,Falier,1554,1
Deddo,Da Molin,1557,1
Deddo,Contarini,1507,1
Deddo,Grimani,1556,1
Deddo,Querini,1583,1
Deddo,Capello,1525,1
Deddo,Erizzo,1566,1
Deddo,Lombardo,1605,1
Deddo,Venier,1515,1
Deddo,Priuli,1524,1
Deddo,Baglioni,1759,1
Deddo,Grimani,1614,1
Deddo,Donato,1805,1
Deddo,Trevisan,1491,1
Deddo,Giovanelli,1713,1
Deddo,Da Mula,1622,1
Deddo,Renier,1801,1
Deddo,Corner,1412,1
Deddo,Corner,1632,1
Deddo,Gambara,1827,1
Deddo,Orio,1462,1
Deddo,Priuli,1535,1
Deddo,Salamon,1549,1
Deddo,Malipiero,1525,1
Deddo,Bondumier,1415,1
Deddo,Priuli,1580,1
Deddo,Fracassetti,1747,1
Deddo,Conti,1753,1
Deddo,Corner,1758,1
Deddo,Contarini,1768,1
Deddo,Ghisi,1495,1
Deddo,Loredan,1455,1
Deddo,Gabriel,1631,1
Deddo,Da Molin,1642,1
Deddo,Giovanelli,1756,1
Deddo,Michiel,,1
Deddo,Zorzi,1486,1
Deddo,Tagliapietra,1493,1
Deddo,Barbarigo,1452,1
Deddo,Paruta,1567,1
Deddo,Longo,1618,1
Deddo,Donato,1570,1
Deddo,Zorzi,1557,1
Deddo,Deddo,1563,1
Deddo,Trevisan,1535,1
Deddo,De Mezzo,1629,1
Deddo,Malipiero,1635,1
Deddo,Trevisan,1806,1
Deddo,Trevisan,1558,1
Deddo,Balbi,1615,1
Deddo,Zane,1744,1
Deddo,Foscarini,1548,1
Deddo,Tagliapietra,1407,1
Deddo,Grimani,1482,1
Deddo,Da Riva,1581,1
Deddo,Pizzamano,1722,1
Deddo,Morosini,1791,1
Deddo,Boldu,1746,1
Deddo,Bon,1522,1
Deddo,Venier,1468,1
Deddo,Barbaro,1622,1
Deddo,Canal,1414,1
Deddo,Marcello,1530,1
Deddo,Bon,1541,1
Deddo,Contarini,1681,1
Deddo,Balbi,1791,1
Deddo,Lombardo,1732,1
Deddo,Dolfin,1486,1
Deddo,Mocenigo,1790,1
Deddo,Canal,1719,1
Deddo,Pesaro,1448,1
Deddo,Valier,1419,1
Deddo,Deddo,1485,1
Deddo,Priuli,1517,1
Deddo,Gradenigo,1437,1
Deddo,Loredan,1722,1
Deddo,Malipiero,1461,1
Deddo,Balbi,1645,1
,Trevisan,1790,1
,Bernardo,1768,1
,Marin,1760,1
,Manolesso,1819,1
,Loredan,1455,1
,Bembo,1811,1
,Querini,,1
Dolce,Duodo,1595,1
Dolce,Da Molin,1707,1
Dolce,Minotto,1714,2
Dolce,Trevisan,1792,1
Dolce,Lippomano,1513,1
Dolfin,Salamon,1539,1
Dolfin,Da Mula,1536,1
Dolfin,Barastro,1464,1
Dolfin,Morosini,1518,1
Dolfin,Bembo,1761,1
Dolfin,Balbi,1550,1
Dolfin,Moro,1469,1
Dolfin,Zane,1526,1
Dolfin,Contarini,1532,1
Dolfin,Balbi,1552,2
Dolfin,Bonfadini,1723,1
Dolfin,Contarini,1639,1
Dolfin,Zantani,1445,1
Dolfin,Priuli,1701,1
Dolfin,Boldu,1665,1
Dolfin,Donato,1771,1
Dolfin,Conti,1721,1
Dolfin,Condulmer,1744,1
Dolfin,Mosto,1742,1
Dolfin,Donato,1748,1
Dolfin,Soranzo,1549,1
Dolfin,Giustinian,1714,1
Dolfin,Priuli,1750,1
Dolfin,Pesaro,,1
Dolfin,Contarini,1557,1
Dolfin,Tagliapietra,1462,1
Dolfin,Querini,1537,1
Dolfin,Polani,1416,1
Dolfin,Michiel,1567,1
Dolfin,Morosini,1413,1
Dolfin,Bragadin,1611,1
Dolfin,Duodo,1561,1
Dolfin,Zane,1604,1
Dolfin,Trevisan,1611,1
Dolfin,Valier,1800,1
Dolfin,Da Molin,1629,1
Dolfin,Tron,1772,1
Dolfin,Tiepolo,1755,1
Dolfin,Zane,1410,1
Dolfin,Donato,1716,1
Dolfin,Dolfin,1581,1
Dolfin,Lippomano,1769,1
Dolfin,Giustinian,1588,1
Dolfin,Marcello,1593,1
Dolfin,Querini,1770,1
Dolfin,Corner,1596,1
Dolfin,Sagredo,1795,1
Dolfin,Mocenigo,1568,1
Dolfin,Soranzo,1578,2
Dolfin,Surian,1525,1
Dolfin,Soranzo,1594,1
Dolfin,Valier,1610,1
Dolfin,Corner,1577,1
Dolfin,Contarini,1434,1
Dolfin,Erizzo,1530,1
Dolfin,Badoer,1584,1
Dolfin,Gradenigo,1761,1
Dolfin,Grimani,1719,1
Dolfin,Muazzo,1426,1
Dolfin,Soranzo,1423,1
Dolfin,Balbi,1780,1
Dolfin,Dolfin,1401,1
Dolfin,Morosini,,1
Dolfin,Zane,1578,1
Dolfin,Zorzi,1428,1
Dolfin,Canal,1441,1
Dolfin,Malipiero,1602,1
Dolfin,Tiepolo,1556,1
Dolfin,Bragadin,1569,1
Dolfin,Badoer,1577,2
Dolfin,Minio,1533,1
Dolfin,Giustinian,1446,1
Dolfin,Grimani,1654,1
Dolfin,Manolesso,1617,1
Dolfin,Zeno,1581,1
Dolfin,Gradenigo,1809,1
Dolfin,Pisani,1671,1
Dolfin,Soranzo,1761,1
Dolfin,Da Molin,1534,1
Dolfin,Ghisi,1561,1
Dolfin,Guerra,1705,1
Dolfin,Badoer,1718,1
Dolfin,Valier,1414,1
Dolfin,Venier,1644,1
Dolfin,Minio,1442,1
Dolfin,Donato,1771,1
Dolfin,Da Lezze,1490,1
Dolfin,Bragadin,1402,1
Dolfin,Bragadin,1579,1
Dolfin,Da Riva,1741,1
Dolfin,Paruta,1553,1
Dolfin,Querini,1573,1
Dolfin,Giustinian,1428,1
Dolfin,Contarini,1656,1
Dolfin,Marcello,1671,1
Dolfin,Baseggio,1660,1
Dolfin,Querini,1673,2
Dolfin,Da Riva,1554,1
Dolfin,Longo,1565,1
Dolfin,Soranzo,1453,1
Dolfin,Corner,1461,1
Dolfin,Zorzi,1540,1
Dolfin,Grimani,1554,2
Dolfin,Da Lezze,1563,3
Dolfin,Contarini,1672,4
Dolfin,Soranzo,1626,1
Dolfin,Contarini,1572,1
Dolfin,Salamon,1702,1
Dolfin,Bon,1768,1
Dolfin,Da Molin,1583,1
Dolfin,Balbi,1741,1
Dolfin,Contarini,1409,1
Dolfin,Capello,1518,1
Dolfin,Priuli,1649,1
Dolfin,Corner,1711,1
Dolfin,Zaccaria,1464,1
Dolfin,Zane,1605,1
Dolfin,Moro,1546,1
Dolfin,Conti,,1
Dolfin,Donato,1773,1
Dolfin,Querini,1428,1
Dolfin,Corner,1527,1
Dolfin,Gradenigo,1549,1
Dolfin,Minio,1532,1
Dolfin,Battagia,1544,1
Dolfin,Da Riva,1706,1
Dolfin,Cottoni,1729,1
Dolfin,Nani,1586,1
Dolfin,Marcello,1628,1
Dolfin,Duodo,1596,1
Dolfin,Donato,1622,1
Dolfin,Balbi,1606,1
Dolfin,Contarini,1531,1
Dolfin,Giustinian,1546,1
Dolfin,Capello,1624,1
Dolfin,Contarini,1439,1
Dolfin,Avogadro,1593,1
Dolfin,Valier,1565,1
Dolfin,Barbarigo,1576,1
Dolfin,Loredan,1670,1
Dolfin,Pasqualigo,1551,1
Dolfin,Contarini,1612,1
Dolfin,Moro,1616,2
Dolfin,Cocco,1441,1
Dolfin,Zulian,1433,1
Dolfin,Zeno,1502,2
Dolfin,Contarini,1559,1
Dolfin,Barastro,1442,1
Dolfin,Contarini,1533,1
Dolfin,Donato,1628,1
Dolfin,Pasqualigo,1637,1
Dolfin,Giustinian,1623,1
Dolfin,Corner,1676,1
Dolfin,Trevisan,1480,1
Dolfin,Malipiero,1466,1
Dolfin,Morosini,1586,1
Dolfin,Salamon,1585,1
Dolfin,Marcello,1676,1
Dolfin,Corner,1638,1
Dolfin,Manolesso,1437,1
Dolfin,Basadonna,1759,1
Dolfin,Dandolo,1583,1
Dolfin,Dolfin,1656,1
Dolfin,Pisani,1643,1
Dolfin,Bragadin,1411,1
Dolfin,Zorzi,1748,1
Dolfin,Morosini,1418,1
Dolfin,Zulian,1433,2
Dolfin,Sanudo,1554,1
Dolfin,Cottoni,,1
Dolfin,Zeno,1800,1
Dolfin,Muazzo,1542,1
Dolfin,Cavalli,1758,1
Dolfin,Bondumier,1519,1
Dolfin,Badoer,1632,1
Dolfin,Morosini,1642,2
Dolfin,Balbi,1606,1
Dolfin,Paruta,1616,2
Dolfin,Bembo,1741,1
Dolfin,Corner,1451,1
Dolfin,Battagia,1659,1
Dolfin,Sagredo,1584,1
Dolfin,Morosini,1533,1
Dolfin,Giustinian,1674,1
Dolfin,Longo,1585,1
Dolfin,Donato,1613,1
Dolfin,Moro,1446,1
Dolfin,Zorzi,1522,1
Dolfin,Barbarigo,1562,1
Dolfin,Soranzo,1519,1
Dolfin,Capello,1661,1
Dolfin,Contarini,1586,1
Dolfin,Corner,1561,1
Dolfin,Savorgnan,1620,1
Dolfin,Lion,1628,1
Dolfin,Dandolo,1454,1
Dolfin,Capello,1652,1
Dolfin,Trevisan,1584,1
Dolfin,Memmo,1428,1
Dolfin,Dolfin,1577,1
Dolfin,Marin,1765,1
Dolfin,Venier,1736,1
Dolfin,Corner,1522,1
Dolfin,Soranzo,1528,2
Dolfin,Da Molin,1449,1
Dolfin,Morosini,1457,1
Dolfin,Giustinian,1453,1
Dolfin,Zantani,1490,1
Dolfin,Michiel,1628,1
Dolfin,Donato,1646,2
Dolfin,Zancaruol,1541,1
Dolfin,Lippomano,1731,1
Dolfin,Muazzo,1762,1
Dolfin,Donato,1672,1
Dolfin,Barbaran,1701,2
,Bon,1702,1
Donato,Zane,1772,1
Donato,Donato,1484,1
Donato,Foscarini,1710,1
Donato,Contarini,1475,1
Donato,Lion,1418,1
Donato,Malipiero,1621,1
Donato,Lippomano,1608,1
Donato,Dolfin,1725,1
Donato,Bembo,1726,1
Donato,Zeno,1767,1
Donato,Lion,1642,1
Donato,Foscarini,1658,2
Donato,Gozzi,1680,1
Donato,Donato,1550,1
Donato,Donato,1629,1
Donato,Savorgnan,1659,1
Donato,Correr,1468,1
Donato,Gradenigo,1451,1
Donato,Balbi,1532,1
Donato,Tiepolo,1524,1
Donato,Bragadin,1749,1
Donato,Bonlini,1765,1
Donato,Nadal,1654,1
Donato,Mosto,1601,1
Donato,Sagredo,1587,1
Donato,Balbi,1600,1
Donato,Soranzo,1458,1
Donato,Contarini,1777,1
Donato,Dolfin,1585,1
Donato,Priuli,1531,1
Donato,Zantani,1558,2
Donato,Donato,1516,1
Donato,Vendramin,1558,1
Donato,Minio,1557,1
Donato,Contarini,1642,1
Donato,Malipiero,1453,1
Donato,Zane,1809,1
Donato,Calergi,1547,1
Donato,Loredan,1441,1
Donato,Zorzi,1614,1
Donato,Barozzi,1636,1
Donato,Moro,1580,1
Donato,Loredan,1408,1
Donato,Contarini,1753,1
Donato,Zane,1458,1
Donato,Da Lezze,1449,1
Donato,Da Molin,1469,1
Donato,Alberto,1431,1
Donato,Cavalli,1481,1
Donato,Maffetti,1766,1
Donato,Moro,1566,1
Donato,Donato,1395,1
Donato,Bembo,1653,2
Donato,Balbi,1660,1
Donato,Balbi,1672,1
Donato,Giustinian,1483,1
Donato,Correr,1589,1
Donato,Corner,1543,1
Donato,Mosto,1578,1
Donato,Marin,1452,1
Donato,Malipiero,1607,1
Donato,Capello,1720,1
Donato,Soranzo,1766,1
Donato,Gritti,1465,1
Donato,Priuli,1530,1
Donato,Priuli,1537,2
Donato,Priuli,1487,1
Donato,Moro,1654,1
Donato,Barbarigo,1624,1
Donato,Gussoni,1537,1
Donato,Curti,1772,1
Donato,Valaresso,1468,1
Donato,Valier,1453,1
Donato,Sangiantoffetti,1666,1
Donato,Sagredo,1675,1
Donato,Zane,1548,1
Donato,Marcello,1402,1
Donato,Pisani,1421,1
Donato,Gabriel,1449,1
Donato,Loredan,1442,1
Donato,De Mezzo,1529,1
Donato,Venier,1585,1
Donato,Zulian,1401,1
Donato,Valaresso,1461,1
Donato,Foscolo,1783,1
Donato,Zino,1757,1
Donato,Loredan,1540,1
Donato,Michiel,1526,1
Donato,Corner,1589,1
Donato,Vendramin,1623,1
Donato,Salamon,1631,1
Donato,Minio,1673,1
Donato,Pesaro,1498,1
Donato,Trevisan,1618,1
Donato,Boldu,1548,1
Donato,Venier,1477,1
Donato,Foscolo,1565,1
Donato,Corner,1562,1
Donato,Loredan,1434,1
Donato,Arimondo,1619,1
Donato,Loredan,1455,1
Donato,Corner,1633,1
Donato,Venier,1441,1
Donato,Donato,1422,1
Donato,Dolfin,1548,1
Donato,Zane,1545,1
Donato,Memmo,1415,1
Donato,Ruzzini,1670,1
Donato,Venier,1484,1
Donato,Pesaro,1468,1
Donato,Fini,1738,1
Donato,Malipiero,1738,1
Donato,Querini,1772,1
Donato,Paruta,1770,1
Donato,Boldu,1622,1
Donato,Mocenigo,1451,1
Donato,Da Mula,1497,1
Donato,Lippomano,1603,1
Donato,Foscarini,1763,1
Donato,Capello,1768,1
Donato,Soranzo,1770,1
Donato,Soranzo,1673,1
Donato,Valier,1616,1
Donato,Civran,1554,1
Donato,Marin,1505,1
Donato,Zeno,1517,2
Donato,Loredan,1706,1
Donato,Foscari,1452,1
Donato,Dolfin,1508,1
Donato,Baseggio,1651,1
Donato,Darmer,1550,1
Donato,Bembo,1563,1
Donato,Sandi,1734,1
Donato,Erizzo,1426,1
Donato,Gritti,1595,1
Donato,Morosini,1515,1
Donato,Miegano,1606,1
Donato,Bembo,1630,2
Donato,Sanudo,1554,1
Donato,Sangiantoffetti,1766,1
Donato,Giustinian,1535,1
Donato,Contarini,1773,1
Donato,Semitecolo,1544,1
Donato,Manolesso,1552,2
Donato,Priuli,1761,1
Donato,Magno,1505,1
Donato,Trevisan,1410,1
Donato,Querini,1627,1
Donato,Trevisan,1415,1
Donato,Dolfin,1756,1
Donato,Loredan,1562,1
Donato,Querini,1658,1
Donato,Mocenigo,1523,1
Donato,Dolfin,1491,1
Donato,Valier,1572,1
Donato,Valier,1602,1
Donato,Da Molin,1595,1
Donato,Renier,1733,1
Donato,Belegno,1696,1
Donato,Priuli,1419,1
Donato,Priuli,1534,1
Donato,Querini,1548,1
Donato,Contarini,1506,1
Donato,Labia,1653,1
Donato,Flangini,1759,1
Donato,Badoer,1762,1
Donato,Nani,1512,1
Donato,Giustinian,1555,1
Donato,Bragadin,1586,1
Donato,Gussoni,1645,1
Donato,Zorzi,1595,1
Donato,Mocenigo,1568,1
Donato,Canal,1513,1
Donato,Mosto,1406,1
Donato,Baffo,1569,1
Donato,Moro,1508,2
Donato,Bernardo,1419,1
Donato,Grimani,1699,1
Donato,Zorzi,1717,1
Donato,Venier,1520,1
Donato,Zanardi,1700,1
Donato,Contarini,1655,1
Donato,Dolfin,1638,1
Donato,Darmer,1438,1
Donato,Corner,1727,1
Donato,Da Molin,,1
Donato,Signolo,1438,1
Donato,Grimani,1541,1
Donato,Contarini,1546,1
Donato,Cicogna,1655,1
Donato,Lombardo,1526,1
Donato,Crotta,1668,1
Donato,Michiel,1476,1
Donato,Donato,1519,1
Donato,Tiepolo,1737,1
Donato,Bembo,1770,1
Donato,Dolfin,1546,1
Donato,Gritti,1503,1
Donato,Contarini,1511,2
Donato,Corner,1550,1
Donato,Bollani,1486,1
Donato,Foscarini,1421,1
Donato,Foscarini,1522,1
Donato,Donato,,1
Donato,Lippomano,1551,1
Donato,Valaresso,1737,1
Donato,Navager,1572,1
Donato,Priuli,1726,1
Donato,Grimani,1822,1
Donato,Loredan,1532,1
Donato,Bembo,1441,1
Donato,Priuli,1414,1
Donato,Nani,1605,1
Donato,Grimani,1651,1
Donato,Contarini,1672,2
Donato,Corner,1799,1
Donato,Lombardo,1524,1
Donato,Pasqualigo,1693,1
Donato,Tiepolo,1547,1
Donato,Soranzo,1489,1
Donato,Venier,1590,1
Donato,Ghisi,1515,1
Donato,Emo,1650,1
Donato,Grimani,1796,1
Donato,Corner,1692,1
Donato,Foscarini,1489,1
Donato,Manolesso,1540,1
Donato,Donato,1536,1
Donato,Bragadin,1600,1
Donato,Zusto,1604,2
Donato,Morosini,1517,1
Donato,Querini,1563,1
Donato,Marin,1658,1
Donato,Moro,1662,1
Donato,Soranzo,1445,1
Donato,Falier,1471,1
Donato,Balbi,1770,1
Donato,Contarini,1597,1
Donato,Donato,1516,1
Donato,Longo,1557,1
Donato,Balbi,1537,1
Donato,Capello,1477,1
Donato,Muazzo,1456,1
Donato,Donato,1633,1
Donato,Girardo,1616,1
Donato,Emo,1708,1
Donato,Canal,1429,1
Donato,Zorzi,1444,1
Donato,Giustinian,1550,1
Donato,Loredan,1667,1
Donato,Da Molin,1579,1
Donato,Da Mula,1457,1
Donato,Gritti,1655,1
Donato,Querini,1533,1
Donato,Bembo,1767,1
Donato,Grimani,1688,1
,Surian,1416,1
Donato,Loredan,1710,1
Donato,Salamon,1716,1
Donato,Bembo,1752,1
Donato,Lazzari,1693,1
Donato,Minio,1693,1
Dondiorologio,Dolfin,1768,1
Dondiorologio,Pesaro,1778,1
Dondiorologio,Scroffa,1667,1
Dondiorologio,Bonlini,1788,1
Dondiorologio,Papafava,,1
Donini,Dolfin,1714,1
Donini,Valier,1709,1
Dono,Avonal,,1
Dono,Grioni,1558,1
Dono,Barozzi,1535,1
Dono,Corner,,1
Dono,Gezo,,1
Dono,Lolin,1573,1
,Gritti,1701,2
Dotho,Papafava,,1
Dotho,Foscolo,1662,1
Dotho,Moro,1600,1
Dotho,Da Molin,1471,1
Dotho,Tron,,1
Dotho,Dondiorologio,1708,1
,Zacco,1719,1
,Emo,1821,1
,Benzon,1816,1
Duodo,Longo,1415,1
Duodo,Loredan,1726,1
Duodo,Zeno,1755,1
Duodo,Contarini,1615,1
Duodo,Duodo,1417,1
Duodo,Vitturi,1414,1
Duodo,Gradenigo,1583,1
Duodo,Zorzi,1566,1
Duodo,Trevisan,1432,1
Duodo,Michiel,1577,1
Duodo,Pasqualigo,1456,1
Duodo,Morosini,1514,1
Duodo,Contarini,1617,1
Duodo,Marcello,1707,1
Duodo,Mocenigo,1518,1
Duodo,Barbarigo,1653,1
Duodo,Contarini,1508,1
